id_proposicao,ano_proposicao,data_proposicao,sigla,tipo,tema,id_votacao,data_votacao,sigla_orgao,aprovacao,voto_sim,voto_nao,voto_outro,ano_votacao,total_votos,percentual_voto_sim,percentual_voto_sim_intervalo
355288,2007,2007-06-04,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355288,2007,2007-06-04,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355291,2007,2007-06-05,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355291,2007,2007-06-05,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355291,2007,2007-06-05,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355292,2007,2007-06-05,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355292,2007,2007-06-05,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355292,2007,2007-06-05,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355298,2007,2007-06-13,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355298,2007,2007-06-13,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355341,2007,2007-06-12,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355341,2007,2007-06-12,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355341,2007,2007-06-12,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355534,2007,2007-06-12,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355534,2007,2007-06-12,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355534,2007,2007-06-12,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355343,2007,2007-06-12,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355343,2007,2007-06-12,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355343,2007,2007-06-12,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355344,2007,2007-06-12,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355344,2007,2007-06-12,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355344,2007,2007-06-12,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355431,2007,2007-06-11,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355431,2007,2007-06-11,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355431,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355432,2007,2007-06-11,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355432,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355432,2007,2007-06-11,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355433,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355433,2007,2007-06-11,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355433,2007,2007-06-11,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355435,2007,2007-06-11,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355435,2007,2007-06-11,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355435,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355437,2007,2007-06-11,EMP,Emenda de Plenário,,35374167.0,2007-06-13,PLEN,0.0,194.0,245.0,5.0,2007,444.0,0.4369369369369369,41-50%
355437,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
355437,2007,2007-06-11,EMP,Emenda de Plenário,,353741160.0,2007-07-11,PLEN,0.0,190.0,247.0,2.0,2007,439.0,0.4328018223234624,41-50%
355438,2007,2007-06-11,EMP,Emenda de Plenário,,353741128.0,2007-06-27,PLEN,0.0,203.0,240.0,1.0,2007,444.0,0.4572072072072072,41-50%
